profile,step,action,correct,response_time,skill,recent_accuracy,confidence,blend_weight,reward,q_before,q_after,p_stat,p_rl,hybrid_policy,reward_components
average,8,EASY,True,6.57,0.4125,0.6,0.6202,0.3117,1.2622,0.0,0.1893,"{""EASY"": 0.5829, ""MEDIUM"": 0.3326, ""HARD"": 0.0845}","{""EASY"": 0.8694, ""MEDIUM"": 0.0653, ""HARD"": 0.0653}","{""EASY"": 0.6722, ""MEDIUM"": 0.2493, ""HARD"": 0.0785}","{""r_acc"": 1.0, ""r_time"": 0.23004739080535924, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.2621986645585228}"
average,9,MEDIUM,False,10.68,0.3939,0.4,0.6695,0.3454,-0.3507,0.0,-0.027,"{""EASY"": 0.5725, ""MEDIUM"": 0.3377, ""HARD"": 0.0898}","{""EASY"": 0.8733, ""MEDIUM"": 0.0634, ""HARD"": 0.0634}","{""EASY"": 0.6764, ""MEDIUM"": 0.243, ""HARD"": 0.0806}","{""r_acc"": -0.5, ""r_time"": 0.14931565692405022, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.35068434307594976}"
average,10,EASY,True,11.14,0.4113,0.6,0.676,0.3843,1.1723,0.1893,0.3368,"{""EASY"": 0.4731, ""MEDIUM"": 0.4587, ""HARD"": 0.0682}","{""EASY"": 0.8771, ""MEDIUM"": 0.0615, ""HARD"": 0.0615}","{""EASY"": 0.6284, ""MEDIUM"": 0.3061, ""HARD"": 0.0656}","{""r_acc"": 1.0, ""r_time"": 0.14015971744839692, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.1723109912015603}"
average,11,HARD,False,14.12,0.4063,0.4,0.667,0.4102,-0.4174,0.0,-0.0626,"{""EASY"": 0.6287, ""MEDIUM"": 0.2935, ""HARD"": 0.0778}","{""EASY"": 0.0596, ""MEDIUM"": 0.0596, ""HARD"": 0.8808}","{""EASY"": 0.3952, ""MEDIUM"": 0.1976, ""HARD"": 0.4072}","{""r_acc"": -0.5, ""r_time"": 0.08255421329192907, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.4174457867080709}"
average,12,EASY,True,12.7,0.4233,0.6,0.666,0.4301,1.1463,0.0,0.1719,"{""EASY"": 0.4368, ""MEDIUM"": 0.2547, ""HARD"": 0.3086}","{""EASY"": 0.8844, ""MEDIUM"": 0.0578, ""HARD"": 0.0578}","{""EASY"": 0.6293, ""MEDIUM"": 0.17, ""HARD"": 0.2007}","{""r_acc"": 1.0, ""r_time"": 0.11415506059221486, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.1463063343453783}"
average,13,EASY,False,4.58,0.3912,0.4,0.6507,0.453,-0.2385,-0.0542,-0.0818,"{""EASY"": 0.6234, ""MEDIUM"": 0.2958, ""HARD"": 0.0809}","{""EASY"": 0.0561, ""MEDIUM"": 0.8878, ""HARD"": 0.0561}","{""EASY"": 0.3664, ""MEDIUM"": 0.564, ""HARD"": 0.0696}","{""r_acc"": -0.5, ""r_time"": 0.26152634072809505, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.23847365927190495}"
average,14,EASY,False,6.89,0.3613,0.4,0.6394,0.4688,-0.2797,0.0,-0.042,"{""EASY"": 0.6379, ""MEDIUM"": 0.2894, ""HARD"": 0.0727}","{""EASY"": 0.8912, ""MEDIUM"": 0.0544, ""HARD"": 0.0544}","{""EASY"": 0.7566, ""MEDIUM"": 0.1792, ""HARD"": 0.0641}","{""r_acc"": -0.5, ""r_time"": 0.22033011512106418, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.27966988487893585}"
average,15,HARD,False,12.36,0.3579,0.2,0.7348,0.4857,-0.389,0.0,-0.0584,"{""EASY"": 0.6036, ""MEDIUM"": 0.3216, ""HARD"": 0.0748}","{""EASY"": 0.0528, ""MEDIUM"": 0.0528, ""HARD"": 0.8945}","{""EASY"": 0.3361, ""MEDIUM"": 0.1911, ""HARD"": 0.4729}","{""r_acc"": -0.5, ""r_time"": 0.11095515228159648, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.38904484771840353}"
average,16,EASY,True,9.72,0.3763,0.4,0.6443,0.5615,1.1987,0.0,0.1798,"{""EASY"": 0.4575, ""MEDIUM"": 0.242, ""HARD"": 0.3006}","{""EASY"": 0.8976, ""MEDIUM"": 0.0512, ""HARD"": 0.0512}","{""EASY"": 0.7046, ""MEDIUM"": 0.1349, ""HARD"": 0.1605}","{""r_acc"": 1.0, ""r_time"": 0.16658534313209017, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.1987366168852538}"
average,17,EASY,True,9.53,0.3943,0.4,0.6503,0.5333,1.2284,0.0,0.1843,"{""EASY"": 0.6448, ""MEDIUM"": 0.2861, ""HARD"": 0.0692}","{""EASY"": 0.9007, ""MEDIUM"": 0.0497, ""HARD"": 0.0497}","{""EASY"": 0.7813, ""MEDIUM"": 0.16, ""HARD"": 0.0588}","{""r_acc"": 1.0, ""r_time"": 0.17013525545295013, ""r_prog"": 0.0, ""r_mom"": 0.05827829453479101, ""total"": 1.228413549987741}"
average,18,EASY,False,9.44,0.3642,0.4,0.6759,0.5597,-0.3285,0.1843,0.1074,"{""EASY"": 0.6364, ""MEDIUM"": 0.2901, ""HARD"": 0.0735}","{""EASY"": 0.9037, ""MEDIUM"": 0.0482, ""HARD"": 0.0482}","{""EASY"": 0.786, ""MEDIUM"": 0.1547, ""HARD"": 0.0593}","{""r_acc"": -0.5, ""r_time"": 0.17151538489049403, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.328484615109506}"
average,19,EASY,False,10.59,0.3365,0.4,0.6908,0.5995,-0.355,0.0,-0.0532,"{""EASY"": 0.6018, ""MEDIUM"": 0.3226, ""HARD"": 0.0756}","{""EASY"": 0.9066, ""MEDIUM"": 0.0467, ""HARD"": 0.0467}","{""EASY"": 0.7845, ""MEDIUM"": 0.1572, ""HARD"": 0.0583}","{""r_acc"": -0.5, ""r_time"": 0.145008262405335, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.354991737594665}"
average,20,HARD,True,7.76,0.3795,0.6,0.6924,0.6335,1.4398,0.0,0.216,"{""EASY"": 0.6192, ""MEDIUM"": 0.3126, ""HARD"": 0.0681}","{""EASY"": 0.0453, ""MEDIUM"": 0.0453, ""HARD"": 0.9094}","{""EASY"": 0.2556, ""MEDIUM"": 0.1433, ""HARD"": 0.6011}","{""r_acc"": 1.0, ""r_time"": 0.20760732927349126, ""r_prog"": 0.2, ""r_mom"": 0.032151273753163435, ""total"": 1.4397586030266547}"
average,21,EASY,True,8.96,0.3973,0.6,0.6921,0.6347,1.2383,0.0,0.1857,"{""EASY"": 0.4481, ""MEDIUM"": 0.2479, ""HARD"": 0.304}","{""EASY"": 0.9121, ""MEDIUM"": 0.044, ""HARD"": 0.044}","{""EASY"": 0.7426, ""MEDIUM"": 0.1185, ""HARD"": 0.139}","{""r_acc"": 1.0, ""r_time"": 0.17997277734749292, ""r_prog"": 0.0, ""r_mom"": 0.05827829453479101, ""total"": 1.238251071882284}"
average,22,EASY,True,11.94,0.4146,0.6,0.6826,0.6345,1.1856,0.0,0.1778,"{""EASY"": 0.635, ""MEDIUM"": 0.2907, ""HARD"": 0.0742}","{""EASY"": 0.9147, ""MEDIUM"": 0.0426, ""HARD"": 0.0426}","{""EASY"": 0.8125, ""MEDIUM"": 0.1333, ""HARD"": 0.0542}","{""r_acc"": 1.0, ""r_time"": 0.10941772590886255, ""r_prog"": 0.0, ""r_mom"": 0.07615941559557649, ""total"": 1.185577141504439}"
average,23,MEDIUM,False,10.75,0.3958,0.6,0.6826,0.6279,-0.3615,0.0,-0.0088,"{""EASY"": 0.6272, ""MEDIUM"": 0.2942, ""HARD"": 0.0786}","{""EASY"": 0.0414, ""MEDIUM"": 0.9173, ""HARD"": 0.0414}","{""EASY"": 0.2594, ""MEDIUM"": 0.6854, ""HARD"": 0.0552}","{""r_acc"": -0.5, ""r_time"": 0.13845492298822623, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.36154507701177374}"
average,24,EASY,False,6.03,0.3656,0.6,0.6658,0.6278,-0.2592,0.3368,0.2474,"{""EASY"": 0.4722, ""MEDIUM"": 0.4591, ""HARD"": 0.0686}","{""EASY"": 0.9198, ""MEDIUM"": 0.0401, ""HARD"": 0.0401}","{""EASY"": 0.7532, ""MEDIUM"": 0.1961, ""HARD"": 0.0507}","{""r_acc"": -0.5, ""r_time"": 0.24083902053888503, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.25916097946111494}"
average,25,MEDIUM,False,14.21,0.3506,0.4,0.6587,0.6161,-0.437,0.0,-0.0656,"{""EASY"": 0.6498, ""MEDIUM"": 0.2835, ""HARD"": 0.0667}","{""EASY"": 0.0389, ""MEDIUM"": 0.9222, ""HARD"": 0.0389}","{""EASY"": 0.2735, ""MEDIUM"": 0.677, ""HARD"": 0.0496}","{""r_acc"": -0.5, ""r_time"": 0.06297431967884744, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.4370256803211526}"
average,26,EASY,True,12.24,0.3692,0.4,0.6624,0.6111,1.1366,0.0,0.1705,"{""EASY"": 0.4927, ""MEDIUM"": 0.4493, ""HARD"": 0.058}","{""EASY"": 0.9245, ""MEDIUM"": 0.0377, ""HARD"": 0.0377}","{""EASY"": 0.7566, ""MEDIUM"": 0.1978, ""HARD"": 0.0456}","{""r_acc"": 1.0, ""r_time"": 0.10446403409668749, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.136615307849851}"
average,27,EASY,False,7.34,0.3411,0.2,0.748,0.6137,-0.2822,0.0,-0.0423,"{""EASY"": 0.6481, ""MEDIUM"": 0.2844, ""HARD"": 0.0675}","{""EASY"": 0.9268, ""MEDIUM"": 0.0366, ""HARD"": 0.0366}","{""EASY"": 0.8191, ""MEDIUM"": 0.1323, ""HARD"": 0.0485}","{""r_acc"": -0.5, ""r_time"": 0.2177767104379982, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.2822232895620018}"
average,28,MEDIUM,False,9.57,0.3278,0.2,0.7468,0.6736,-0.3338,0.0,-0.0258,"{""EASY"": 0.6617, ""MEDIUM"": 0.2771, ""HARD"": 0.0611}","{""EASY"": 0.929, ""MEDIUM"": 0.0355, ""HARD"": 0.0355}","{""EASY"": 0.8417, ""MEDIUM"": 0.1144, ""HARD"": 0.0439}","{""r_acc"": -0.5, ""r_time"": 0.1661945108828008, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.3338054891171992}"
average,29,EASY,True,9.34,0.3471,0.4,0.6663,0.6728,1.2038,0.1798,0.3479,"{""EASY"": 0.5031, ""MEDIUM"": 0.4438, ""HARD"": 0.0531}","{""EASY"": 0.9311, ""MEDIUM"": 0.0345, ""HARD"": 0.0345}","{""EASY"": 0.791, ""MEDIUM"": 0.1684, ""HARD"": 0.0406}","{""r_acc"": 1.0, ""r_time"": 0.1716840364914297, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.2038353102445931}"
average,30,EASY,True,4.25,0.3658,0.6,0.6499,0.6164,1.3221,0.1074,0.2896,"{""EASY"": 0.6588, ""MEDIUM"": 0.2788, ""HARD"": 0.0624}","{""EASY"": 0.9332, ""MEDIUM"": 0.0334, ""HARD"": 0.0334}","{""EASY"": 0.8279, ""MEDIUM"": 0.1275, ""HARD"": 0.0446}","{""r_acc"": 1.0, ""r_time"": 0.26385499560535053, ""r_prog"": 0.0, ""r_mom"": 0.05827829453479101, ""total"": 1.3221332901401415}"
average,31,EASY,False,17.67,0.338,0.4,0.6196,0.6049,-0.4763,0.0,-0.0714,"{""EASY"": 0.6497, ""MEDIUM"": 0.2836, ""HARD"": 0.0667}","{""EASY"": 0.9352, ""MEDIUM"": 0.0324, ""HARD"": 0.0324}","{""EASY"": 0.8224, ""MEDIUM"": 0.1316, ""HARD"": 0.046}","{""r_acc"": -0.5, ""r_time"": 0.023678646027397974, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.476321353972602}"
average,32,EASY,False,14.28,0.3125,0.4,0.6286,0.5837,-0.4308,0.0,-0.0646,"{""EASY"": 0.6183, ""MEDIUM"": 0.3132, ""HARD"": 0.0685}","{""EASY"": 0.9371, ""MEDIUM"": 0.0314, ""HARD"": 0.0314}","{""EASY"": 0.8044, ""MEDIUM"": 0.1487, ""HARD"": 0.0469}","{""r_acc"": -0.5, ""r_time"": 0.06916121739222597, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.43083878260777403}"
average,33,EASY,False,13.92,0.2892,0.4,0.6338,0.59,-0.4226,0.0,-0.0404,"{""EASY"": 0.6347, ""MEDIUM"": 0.3032, ""HARD"": 0.0621}","{""EASY"": 0.939, ""MEDIUM"": 0.0305, ""HARD"": 0.0305}","{""EASY"": 0.8142, ""MEDIUM"": 0.1423, ""HARD"": 0.0435}","{""r_acc"": -0.5, ""r_time"": 0.07743152855883505, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.42256847144116494}"
average,34,EASY,False,10.23,0.2681,0.2,0.7323,0.5936,-0.3448,0.1705,0.0932,"{""EASY"": 0.65, ""MEDIUM"": 0.2934, ""HARD"": 0.0566}","{""EASY"": 0.9408, ""MEDIUM"": 0.0296, ""HARD"": 0.0296}","{""EASY"": 0.8227, ""MEDIUM"": 0.1368, ""HARD"": 0.0406}","{""r_acc"": -0.5, ""r_time"": 0.1551914457686873, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.34480855423131274}"
average,35,EASY,True,7.52,0.2882,0.2,0.7528,0.6626,1.2445,0.0,0.1867,"{""EASY"": 0.6903, ""MEDIUM"": 0.2619, ""HARD"": 0.0478}","{""EASY"": 0.9426, ""MEDIUM"": 0.0287, ""HARD"": 0.0287}","{""EASY"": 0.8575, ""MEDIUM"": 0.1074, ""HARD"": 0.0351}","{""r_acc"": 1.0, ""r_time"": 0.21230793151729202, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.2444592052704555}"
average,36,EASY,False,9.0,0.2672,0.2,0.7592,0.677,-0.3193,0.0,-0.0009,"{""EASY"": 0.6787, ""MEDIUM"": 0.2694, ""HARD"": 0.0518}","{""EASY"": 0.9443, ""MEDIUM"": 0.0278, ""HARD"": 0.0278}","{""EASY"": 0.8585, ""MEDIUM"": 0.1059, ""HARD"": 0.0356}","{""r_acc"": -0.5, ""r_time"": 0.18074211211352226, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.31925788788647774}"
average,37,EASY,True,1.18,0.2874,0.4,0.6123,0.6814,1.3148,0.3479,0.4929,"{""EASY"": 0.6908, ""MEDIUM"": 0.2616, ""HARD"": 0.0476}","{""EASY"": 0.946, ""MEDIUM"": 0.027, ""HARD"": 0.027}","{""EASY"": 0.8647, ""MEDIUM"": 0.1017, ""HARD"": 0.0336}","{""r_acc"": 1.0, ""r_time"": 0.28267816141487373, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.3148294351680372}"
average,38,EASY,False,16.02,0.2664,0.4,0.6034,0.5786,-0.4523,-0.0714,-0.1286,"{""EASY"": 0.6513, ""MEDIUM"": 0.2926, ""HARD"": 0.0561}","{""EASY"": 0.0262, ""MEDIUM"": 0.0262, ""HARD"": 0.9476}","{""EASY"": 0.2896, ""MEDIUM"": 0.1384, ""HARD"": 0.572}","{""r_acc"": -0.5, ""r_time"": 0.047669939413926776, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.4523300605860732}"
average,39,HARD,False,17.29,0.2649,0.4,0.5963,0.5724,-0.4623,0.0,-0.0693,"{""EASY"": 0.6654, ""MEDIUM"": 0.2831, ""HARD"": 0.0514}","{""EASY"": 0.0254, ""MEDIUM"": 0.0254, ""HARD"": 0.9492}","{""EASY"": 0.2991, ""MEDIUM"": 0.1356, ""HARD"": 0.5653}","{""r_acc"": -0.5, ""r_time"": 0.03774068549261179, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.4622593145073882}"
average,40,EASY,True,14.16,0.2851,0.4,0.6098,0.5674,1.1131,-0.0646,0.112,"{""EASY"": 0.5003, ""MEDIUM"": 0.212, ""HARD"": 0.2877}","{""EASY"": 0.0246, ""MEDIUM"": 0.9507, ""HARD"": 0.0246}","{""EASY"": 0.2304, ""MEDIUM"": 0.6312, ""HARD"": 0.1384}","{""r_acc"": 1.0, ""r_time"": 0.0809786137522899, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.1131298875054534}"
average,41,HARD,False,11.62,0.2833,0.4,0.6164,0.5768,-0.3719,0.0,-0.0224,"{""EASY"": 0.6904, ""MEDIUM"": 0.26, ""HARD"": 0.0496}","{""EASY"": 0.0239, ""MEDIUM"": 0.0239, ""HARD"": 0.9522}","{""EASY"": 0.306, ""MEDIUM"": 0.1238, ""HARD"": 0.5702}","{""r_acc"": -0.5, ""r_time"": 0.1280812889652615, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.3719187110347385}"
average,42,EASY,True,12.55,0.3032,0.4,0.6826,0.5815,1.1425,0.2474,0.4057,"{""EASY"": 0.4915, ""MEDIUM"": 0.2185, ""HARD"": 0.29}","{""EASY"": 0.9536, ""MEDIUM"": 0.0232, ""HARD"": 0.0232}","{""EASY"": 0.7602, ""MEDIUM"": 0.1049, ""HARD"": 0.1348}","{""r_acc"": 1.0, ""r_time"": 0.1103323366056428, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.1424836103588063}"
average,43,EASY,False,10.65,0.2808,0.4,0.6769,0.6278,-0.3513,0.1778,0.1532,"{""EASY"": 0.6809, ""MEDIUM"": 0.266, ""HARD"": 0.0532}","{""EASY"": 0.955, ""MEDIUM"": 0.0225, ""HARD"": 0.0225}","{""EASY"": 0.853, ""MEDIUM"": 0.1131, ""HARD"": 0.0339}","{""r_acc"": -0.5, ""r_time"": 0.14871171282777826, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.3512882871722217}"
average,44,EASY,True,12.3,0.3008,0.6,0.6932,0.6239,1.1476,0.4057,0.5376,"{""EASY"": 0.6927, ""MEDIUM"": 0.2585, ""HARD"": 0.0488}","{""EASY"": 0.9564, ""MEDIUM"": 0.0218, ""HARD"": 0.0218}","{""EASY"": 0.8572, ""MEDIUM"": 0.1109, ""HARD"": 0.032}","{""r_acc"": 1.0, ""r_time"": 0.11544072144758168, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.1475919952007452}"
average,45,EASY,True,8.31,0.3206,0.6,0.6843,0.6352,1.2549,0.1532,0.3185,"{""EASY"": 0.6423, ""MEDIUM"": 0.2984, ""HARD"": 0.0593}","{""EASY"": 0.9577, ""MEDIUM"": 0.0212, ""HARD"": 0.0212}","{""EASY"": 0.8426, ""MEDIUM"": 0.1223, ""HARD"": 0.0351}","{""r_acc"": 1.0, ""r_time"": 0.19664685445186336, ""r_prog"": 0.0, ""r_mom"": 0.05827829453479101, ""total"": 1.2549251489866544}"
average,46,EASY,True,18.01,0.3399,0.8,0.7562,0.629,1.1096,0.0,0.1664,"{""EASY"": 0.6294, ""MEDIUM"": 0.3065, ""HARD"": 0.0641}","{""EASY"": 0.9589, ""MEDIUM"": 0.0205, ""HARD"": 0.0205}","{""EASY"": 0.8367, ""MEDIUM"": 0.1266, ""HARD"": 0.0367}","{""r_acc"": 1.0, ""r_time"": 0.03344297761192011, ""r_prog"": 0.0, ""r_mom"": 0.07615941559557649, ""total"": 1.1096023932074965}"
average,47,EASY,True,8.43,0.3589,0.8,0.7463,0.6794,1.2825,0.0,0.1924,"{""EASY"": 0.5267, ""MEDIUM"": 0.4144, ""HARD"": 0.0589}","{""EASY"": 0.9602, ""MEDIUM"": 0.0199, ""HARD"": 0.0199}","{""EASY"": 0.8212, ""MEDIUM"": 0.1464, ""HARD"": 0.0324}","{""r_acc"": 1.0, ""r_time"": 0.19544927902982953, ""r_prog"": 0.0, ""r_mom"": 0.0870061661742672, ""total"": 1.2824554452040966}"
average,48,EASY,True,4.66,0.3773,1.0,0.9124,0.6724,1.3444,0.0,0.2017,"{""EASY"": 0.5173, ""MEDIUM"": 0.4194, ""HARD"": 0.0633}","{""EASY"": 0.9614, ""MEDIUM"": 0.0193, ""HARD"": 0.0193}","{""EASY"": 0.8159, ""MEDIUM"": 0.1504, ""HARD"": 0.0337}","{""r_acc"": 1.0, ""r_time"": 0.25133389957441216, ""r_prog"": 0.0, ""r_mom"": 0.09311096086675777, ""total"": 1.3444448604411698}"
average,49,EASY,True,2.55,0.3952,1.0,0.8736,0.7887,1.365,0.2017,0.4034,"{""EASY"": 0.5082, ""MEDIUM"": 0.4239, ""HARD"": 0.0678}","{""EASY"": 0.9625, ""MEDIUM"": 0.0187, ""HARD"": 0.0187}","{""EASY"": 0.8665, ""MEDIUM"": 0.1044, ""HARD"": 0.0291}","{""r_acc"": 1.0, ""r_time"": 0.2686043182683236, ""r_prog"": 0.0, ""r_mom"": 0.09640275800758169, ""total"": 1.3650070762759052}"
average,50,EASY,True,12.15,0.4126,1.0,0.8797,0.7615,1.2148,0.4034,0.5251,"{""EASY"": 0.4995, ""MEDIUM"": 0.4281, ""HARD"": 0.0724}","{""EASY"": 0.9637, ""MEDIUM"": 0.0182, ""HARD"": 0.0182}","{""EASY"": 0.853, ""MEDIUM"": 0.1159, ""HARD"": 0.0311}","{""r_acc"": 1.0, ""r_time"": 0.11664803489261517, ""r_prog"": 0.0, ""r_mom"": 0.09813680813098667, ""total"": 1.2147848430236017}"
average,51,EASY,True,5.91,0.4293,1.0,0.9018,0.7658,1.3275,0.0,0.1991,"{""EASY"": 0.4912, ""MEDIUM"": 0.4318, ""HARD"": 0.077}","{""EASY"": 0.9647, ""MEDIUM"": 0.0176, ""HARD"": 0.0176}","{""EASY"": 0.8538, ""MEDIUM"": 0.1146, ""HARD"": 0.0315}","{""r_acc"": 1.0, ""r_time"": 0.22848628190548625, ""r_prog"": 0.0, ""r_mom"": 0.0990390494225681, ""total"": 1.3275253313280544}"
average,52,EASY,False,9.6,0.3968,0.8,0.7088,0.7813,-0.3398,0.0,-0.051,"{""EASY"": 0.4832, ""MEDIUM"": 0.4351, ""HARD"": 0.0817}","{""EASY"": 0.9658, ""MEDIUM"": 0.0171, ""HARD"": 0.0171}","{""EASY"": 0.8602, ""MEDIUM"": 0.1085, ""HARD"": 0.0312}","{""r_acc"": -0.5, ""r_time"": 0.1602130965602395, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.3397869034397605}"
average,53,MEDIUM,False,12.54,0.3794,0.6,0.6226,0.6462,-0.3983,0.0,-0.0472,"{""EASY"": 0.4988, ""MEDIUM"": 0.4284, ""HARD"": 0.0728}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8011, ""MEDIUM"": 0.1624, ""HARD"": 0.0365}","{""r_acc"": -0.5, ""r_time"": 0.10173184634058109, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.3982681536594189}"
average,54,EASY,True,5.82,0.3972,0.6,0.6488,0.5858,1.2631,0.0932,0.2938,"{""EASY"": 0.4796, ""MEDIUM"": 0.4557, ""HARD"": 0.0646}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.765, ""MEDIUM"": 0.1985, ""HARD"": 0.0365}","{""r_acc"": 1.0, ""r_time"": 0.23095367372989034, ""r_prog"": 0.0, ""r_mom"": 0.032151273753163435, ""total"": 1.2631049474830538}"
average,55,MEDIUM,False,8.53,0.3797,0.4,0.6529,0.6042,-0.3176,0.0,-0.0185,"{""EASY"": 0.6351, ""MEDIUM"": 0.2907, ""HARD"": 0.0742}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8354, ""MEDIUM"": 0.1251, ""HARD"": 0.0394}","{""r_acc"": -0.5, ""r_time"": 0.18235614142924728, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.3176438585707527}"
average,56,HARD,True,5.64,0.4237,0.4,0.6511,0.607,1.4643,0.216,0.4032,"{""EASY"": 0.4795, ""MEDIUM"": 0.4558, ""HARD"": 0.0647}","{""EASY"": 0.0167, ""MEDIUM"": 0.0167, ""HARD"": 0.9667}","{""EASY"": 0.1985, ""MEDIUM"": 0.1893, ""HARD"": 0.6122}","{""r_acc"": 1.0, ""r_time"": 0.23213844576761075, ""r_prog"": 0.2, ""r_mom"": 0.032151273753163435, ""total"": 1.4642897195207742}"
average,57,EASY,True,1.64,0.4401,0.6,0.6066,0.6058,1.3299,0.0,0.1995,"{""EASY"": 0.4296, ""MEDIUM"": 0.2587, ""HARD"": 0.3117}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.7549, ""MEDIUM"": 0.1121, ""HARD"": 0.133}","{""r_acc"": 1.0, ""r_time"": 0.27159196144937214, ""r_prog"": 0.0, ""r_mom"": 0.05827829453479101, ""total"": 1.329870255984163}"
average,58,EASY,True,9.55,0.4558,0.8,0.7198,0.5746,1.2322,0.1995,0.3544,"{""EASY"": 0.616, ""MEDIUM"": 0.2986, ""HARD"": 0.0854}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8175, ""MEDIUM"": 0.1366, ""HARD"": 0.0459}","{""r_acc"": 1.0, ""r_time"": 0.1559967621836502, ""r_prog"": 0.0, ""r_mom"": 0.07615941559557649, ""total"": 1.2321561777792267}"
average,59,EASY,True,10.71,0.471,0.8,0.7178,0.6538,1.2217,0.0,0.1833,"{""EASY"": 0.6092, ""MEDIUM"": 0.301, ""HARD"": 0.0898}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8429, ""MEDIUM"": 0.1151, ""HARD"": 0.042}","{""r_acc"": 1.0, ""r_time"": 0.1346701094124328, ""r_prog"": 0.0, ""r_mom"": 0.0870061661742672, ""total"": 1.2216762755867}"
average,60,EASY,True,7.13,0.4856,1.0,0.9081,0.6525,1.2949,0.1833,0.35,"{""EASY"": 0.4636, ""MEDIUM"": 0.4423, ""HARD"": 0.0941}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.7918, ""MEDIUM"": 0.1646, ""HARD"": 0.0436}","{""r_acc"": 1.0, ""r_time"": 0.20178105014353806, ""r_prog"": 0.0, ""r_mom"": 0.09311096086675777, ""total"": 1.2948920110102957}"
average,61,EASY,True,12.44,0.4996,1.0,0.9097,0.7856,1.1981,0.0,0.1797,"{""EASY"": 0.4568, ""MEDIUM"": 0.4444, ""HARD"": 0.0987}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8574, ""MEDIUM"": 0.1084, ""HARD"": 0.0343}","{""r_acc"": 1.0, ""r_time"": 0.10165074278441623, ""r_prog"": 0.0, ""r_mom"": 0.09640275800758169, ""total"": 1.198053500791998}"
average,62,MEDIUM,False,6.5,0.4747,0.8,0.7603,0.7868,-0.2894,0.0,-0.0434,"{""EASY"": 0.4504, ""MEDIUM"": 0.4463, ""HARD"": 0.1033}","{""EASY"": 0.9667, ""MEDIUM"": 0.0167, ""HARD"": 0.0167}","{""EASY"": 0.8566, ""MEDIUM"": 0.1083, ""HARD"": 0.0351}","{""r_acc"": -0.5, ""r_time"": 0.21060504160459848, ""r_prog"": 0.0, ""r_mom"": 0.0, ""total"": -0.2893949583954015}"
